SMS,HAM-SPAM
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",Ham
"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",Ham
Yes there were many sweets,Ham
Can ü send me a copy of da report?,Ham
Ok. There may be a free gym about.,Ham
Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,Spam
Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,Ham
What he said is not the matter. My mind saying some other matter is there.,Ham
Esplanade lor. Where else...,Ham
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,Ham
You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,Ham
"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",Spam
Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,Ham
"Y cant u try new invention to fly..i'm not joking.,",Ham
"Damn, poor zac doesn't stand a chance",Ham
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,Ham
"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",Ham
Hi. Hope you had a good day. Have a better night.,Ham
WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,Ham
I've reached home finally...,Ham
Yeah sure I'll leave in a min,Ham
staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,Ham
Ladies first and genus second k .,Ham
Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,Ham
That is wondar full flim.,Ham
"Just looked it up and addie goes back Monday, sucks to be her",Ham
Nice.nice.how is it working?,Ham
Boy you best get yo ass out here quick,Ham
Yes :)it completely in out of form:)clark also utter waste.,Ham
IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,Ham
Jay's getting really impatient and belligerent,Ham
Ugh hopefully the asus ppl dont randomly do a reformat.,Ham
"No my blankets are sufficient, thx",Ham
You all ready for * big day tomorrow?,Ham
Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),Ham
Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,Ham
"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",Ham
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,Spam
Remember to ask alex about his pizza,Ham
"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",Ham
No need to ke qi... Ü too bored izzit y suddenly thk of this...,Ham
Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,Ham
Please CALL 08712402902 immediately as there is an urgent message waiting for you.,Spam
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",Ham
No probably  &lt;#&gt; %.,Ham
"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",Ham
I'll pick you up at about 5.15pm to go to taunton if you still want to come.,Ham
Yeah that's the impression I got,Ham
Nokia phone is lovly..,Ham
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",Ham
Also that chat was awesome but don't make it regular unless you can see her in person,Ham
I know you are. Can you pls open the back?,Ham
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",Ham
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,Spam
U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,Ham
Also are you bringing galileo or dobby,Ham
URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,Spam
"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",Ham
K k pa Had your lunch aha.,Ham
How long does applebees fucking take,Ham
Sounds like you have many talents! would you like to go on a dinner date next week?,Ham
"""SYMPTOMS"" when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your",Ham
Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,Spam
Jordan got voted out last nite!,Ham
K sure am in my relatives home. Sms me de. Pls:-),Ham
Its a part of checking IQ,Ham
Depends on where u going lor.,Ham
Lil fever:) now fine:),Ham
Already one guy loving you:-.,Ham
I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),Spam
Ard 4 lor...,Ham
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",Spam
Still chance there. If you search hard you will get it..let have a try :),Ham
I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,Ham
"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",Ham
Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx,Ham
I cant pick the phone right now. Pls send a message,Ham
"Haha get used to driving to usf man, I know a lot of stoners",Ham
How much you got for cleaning,Ham
You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,Ham
What's nannys address?,Ham
Just finished. Missing you plenty,Ham
Hope you are not scared!,Ham
I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,Ham
Aiya we discuss later lar... Pick ü up at 4 is it?,Ham
Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,Ham
I tot u reach liao. He said t-shirt.,Ham
Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,Ham
"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",Ham
Sos! Any amount i can get pls.,Ham
"Sorry, I'll call later In meeting.",Ham
Shall i come to get pickle,Ham
"Aight yo, dats straight dogg",Ham
"Its ok, called mom instead have fun",Ham
I'm not sure if its still available though,Ham
"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",Ham
But i'm surprised she still can guess right lor...,Ham
"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",Spam
He needs to stop going to bed and make with the fucking dealing,Ham
 &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,Ham
When you are big..| God will bring success.,Ham
At the funeral home with Audrey and dad,Ham
I'm still looking for a car to buy. And have not gone 4the driving test yet.,Ham
", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",Ham
I asked you to call him now ok,Ham
S.s:)i thinl role is like sachin.just standing. Others have to hit.,Ham
R ü comin back for dinner?,Ham
"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",Ham
"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",Ham
Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...,Ham
They did't play one day last year know even though they have very good team.. Like india.,Ham
"And that's fine, I got enough bud to last most of the night at least",Ham
GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd,Spam
Haha i think i did too,Ham
Did he just say somebody is named tampa,Ham
Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,Spam
"No, its true..k,Do u knw dis no. &lt;#&gt; ?",Ham
Ok...,Ham
I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,Ham
I dun believe u. I thk u told him.,Ham
Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,Ham
"""Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!""",Ham
Super msg da:)nalla timing.,Ham
Howz that persons story,Ham
"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",Ham
Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,Ham
I've reached already.,Ham
Please CALL 08712402972 immediately as there is an urgent message waiting for you,Spam
we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,Spam
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",Ham
"Its good, we'll find a way",Ham
Carlos'll be here in a minute if you still need to buy,Ham
I want to go to perumbavoor,Ham
Pls go there today  &lt;#&gt; . I dont want any excuses,Ham
Thank you princess! I want to see your nice juicy booty...,Ham
If you're not in my car in an hour and a half I'm going apeshit,Ham
I see a cup of coffee animation,Ham
Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,Ham
Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,Ham
All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,Ham
At 4. Let's go to bill millers,Ham
Are you still getting the goods.,Ham
Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,Ham
Jus ans me lar. U'll noe later.,Ham
"What do u reckon as need 2 arrange transport if u can't do it, thanks",Ham
So when you gonna get rimac access ,Ham
But really quite funny lor wat... Then u shd haf run shorter distance wat...,Ham
But i have to. I like to have love and arrange.,Ham
I am not having her number sir,Ham
When did dad get back.,Ham
here is my new address -apples&pairs&all that malarky,Ham
Yo we are watching a movie on netflix,Ham
I just really need shit before tomorrow and I know you won't be awake before like 6,Ham
sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,Spam
"K, text me when you're on the way",Ham
Good. No swimsuit allowed :),Ham
She's good. How are you. Where r u working now,Ham
